ID_MASTER;Official_Name;Short_Name;Partner_Name reported;Member_Name;Headquarter Location;Member_Type;Member_Type_2;International_Local;Aggregator_operator;Region of activity;Sector
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;DENHAM CAPITAL;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;DWS;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Earth Security;Europa;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Earth Security;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Environment Agency;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Espoir;Ecuador;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Ecuador;Finance
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Fanie Mae;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Fidelity International;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Fin Rural;Bolivia;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Bolivia;Finance
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Finanfuturo;Colombia;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Colombia;Finance
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Finca Perú;Perú;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Perú;Finance
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;FSD Africa;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;FSD Africa;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Greensquare Ventures;North America;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;IMPAX Asset Management;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;MACQUARIE;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Meridiam Insfractuture;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;NEPHILA;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;ODDO BHF ASSET MANAGEMENT;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Poste Vita;Europa;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Global;Financial and insurance activities
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;ProDesarrollo;México;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;México;Finance
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Redcom;Costa Rica;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Costa Rica;Finance
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Schroders;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Sea Green;Asia;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Asia;Financial and insurance activities
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;South Pole;North America;Financial institutions;Investors, Finance and Credit Institutions;Local;Operator;Global;0
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;State Street;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Sura Asset Management;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;TCFD Task Force on Climate Related Finantial Disclosures;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Van Oord;Europa;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;0
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Willis Towers Watson;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;WTW;North America;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
13;Just Rural Transition;JRT;Just Rural Transition;Forum for Agricultural Research in Africa (FARA) ;No data;Forum;Secondary organization;International;Aggregator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Friends of Ocean Action / World Economic Forum;Europa;Forum;Secondary organization;International;Aggregator;Global;0
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Global Climate Forum (GCF);Germany;Forum;Secondary organization;International;Aggregator;Europe;M
13;Just Rural Transition;JRT;Just Rural Transition;World Economic Forum (WEF);No data;Forum;Secondary organization;International;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;World Economic Forum (WEF);No data;Forum;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Insurance Development Forum;North America;Forum;Secondary organization;International;Aggregator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Insurance Development Forum;North America;Forum;Secondary organization;International;Aggregator;Global;Financial and insurance activities
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Insurance Development Forum;North America;Forum;Secondary organization;International;Aggregator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Insurance Development Forum;North America;Forum;Secondary organization;International;Aggregator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Insurance Development Forum;North America;Forum;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Bill and Melinda Gates Foundation;United States;Foundation;Non-Governmental Organisations;International;Operator;Africa, Europe, Asia, North America;Q, S
5;Efficiency for Access Coalition;EforA;Efficiency for Access;DOEN Foundation;Amsterdam, Holland;Foundation;Non-Governmental Organisations;International;Operator;Africa, Asia, Europe, Latin America, North America;D, Q. Human health and social work activities
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Fundación Avina;Panama;Foundation;Non-Governmental Organisations;International;Operator;Latin America and the Caribbean;M
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Fundación Génesis Empresarial;Guatemala;Foundation;Non-Governmental Organisations;Local;Operator;Guatemala;Finance
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Good Energies Foundation;Zurich, Switzerland;Foundation;Non-Governmental Organisations;International;Operator;Africa, Asia;A, D
5;Efficiency for Access Coalition;EforA;Efficiency for Access;IKEA Foundation;Amsterdam, Holland;Foundation;Non-Governmental Organisations;International;Operator;Africa, Europe and Asia;A, K, Q, D, 
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Shell Foundation;London, UK;Foundation;Non-Governmental Organisations;International;Operator;Africa, Asia, Europe, Latin America;All
18;Climate Resilient Housing;CRH;Climate Resilient Housing;The Rockefeller Foundation;New York, US;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;The Rockefeller Foundation;New York, US;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;The Rockefeller Foundation;New York, US;Foundation;Non-Governmental Organisations;International;Operator;Africa, Asia, Europe, Latin America;All
13;Just Rural Transition;JRT;Just Rural Transition;Abibiman Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;African Agricultural Technology Foundation (AATF);Nairobi, Kenya;Foundation;Non-Governmental Organisations;International;Operator;Africa;A
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;American Forests;No data;Foundation;Non-Governmental Organisations;Local;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Arbor Day Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Argosy Foundation Autodesk Foundation Benevity Fund;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Basel Agency for Sustainable Energy (BASE);Basel, Switzerland;Foundation;Non-Governmental Organisations;International;Operator;Africa, Europe, Asia, Latin America and the Caribbean, Oceania;D
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Basel Agency for Sustainable Energy (BASE) ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Brettacorp;Australia;Foundation;Non-Governmental Organisations;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;ClimateWorks Foundation ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Diakonie Katastrophenhilfe;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Ellen MacArthur Foundation ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Eucalyptus Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Food Foundation ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Fundación TECHO internacional;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Fundacion Vivienda Segura;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Gallifrey Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Higher Ground Foundation;United Kingdom;Foundation;Non-Governmental Organisations;International;Operator;Africa, Europa, Asia, North America;M, K
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Hilti Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
21;The Climakers;Climakers;The Climakers;International Pole and Line Foundation IPLNF ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;international Tree Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Medicor Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Mercy Cops;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Nepal Agroforestry Foundation;No data;Foundation;Non-Governmental Organisations;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Parham Family Philanthropic Fund;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Pauchon Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Plegeling Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Sasakawa Peace Foundation;Asia;Foundation;Non-Governmental Organisations;International;Operator;Global;0
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Science for Africa Foundation;Kenya;Foundation;Non-Governmental Organisations;International;Operator;Africa ;P
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Self Help Africa / United Purpose;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The African Climate Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;The Elmo Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;The JTI Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;World Cocoa Foundation (WCF);No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;World Vision;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;World Vision;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;World Wildlife Fund for Nature ;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;WWF;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;WWF;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;WWF;North America;Foundation;Non-Governmental Organisations;International;Operator;Global;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Xpand Foundation;No data;Foundation;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Sustentabilidad Sin Fronteras;Argentina;Foundation;Non-Governmental Organisations;International;Operator;Latin America and the Caribbean;P,S
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Aurum Fund Management Ltd;North America;Funds;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Climate Fund Managers;No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Global Innovation Fund (GIF);United Kingdom;Funds;Investors, Finance and Credit Institutions;International;Operator;Africa, Europe, North America;K
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Green Climate Fund (GCF);No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Green Climate Fund (GCF);No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;International Fund for Agricultural Development  ;No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Nordic Development Fund;Helsinki, Finland;Funds;Investors, Finance and Credit Institutions;International;Operator;Africa, Europe;K, Q, D
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Pension Fund;No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The Climate Investment Funds ;No data;Funds;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Global Fund for Coral Reefs;North America;Funds;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Meso-American Reef Fund Inc;Latin America and the Caribbean;Funds;Investors, Finance and Credit Institutions;International;Operator;Global;0
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Alcaldia de Santiago de Cali ;No data;Governmental Agency;Cities;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;ARISE ;No data;Governmental Agency;Cities;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Estado de California, EEUU;No data;Governmental Agency;Cities;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);8 local schools in Dar es Salaam;Dar es Salaam;Governmental Agency;Countries;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);ACTogether;Uganda;Governmental Agency;Countries;Local;Operator;Local;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Agence Française de Développement(AFD);No data;Governmental Agency;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Antigua y Barbuda;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Caja de la Vivienda Popular ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;CGFI;UK;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Czech Republic Humanitarian Aid;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Departamento Administrativo de Gestion del Riesgo de Desastres Medellin (ISVIMED) ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Department for Buiness, Energy & Industrial Strategy, UK;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Department for International Development(DFID);No data;Governmental Agency;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Edo State Government, Nigeria  ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Foreign, Commonwealth & Development Office, UK;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Global Facility for Disaster Reduction and Recovery (GFDRR) ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Government of Nepal;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Government of Nepal National Reconstruction Authority ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Government of Sweden;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Government of the Principality of Liechtenstein;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Housing Recovery Project (Government of the Commonwealth of Dominica Ministry of Housing and Lands) ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Kementerian Pekerjaan Umum Dan Perumahan Rakyat ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Kenya Meteorological Department;Kenya;Governmental Agency;Countries;Local;Operator;Africa;M
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Kenya Meteorological Department;Nairobi;Governmental Agency;Countries;Local;Operator;Local;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Lungsod ng Makati Pilipinas;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Mancomunidad;No data;Governmental Agency;Countries;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Met Office;United Kingdom;Governmental Agency;Countries;Local;Operator;Global;M
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Meteorological Service of Jamaica;Jamaica;Governmental Agency;Countries;Local;Operator;Local;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Minestery of Environment, Government of Japan;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Ministere de l’Education Nationale et de la Formation Professionnelle(MENFP) ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Ministery of Economy of Fiji;No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Ministry of Ayush;No data;Governmental Agency;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Ministry of Foreign Affairs of Denmark;No data;Governmental Agency;Countries;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Municipality of Caldas;Colombia;Governmental Agency;Countries;Local;Operator;South America;O
18;Climate Resilient Housing;CRH;Climate Resilient Housing;National Home Mortgage Finance Corporation;No data;Governmental Agency;Countries;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);National Meteorological Agency;Ethiopia;Governmental Agency;Countries;Local;Operator;Local;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;National Ministry of Housing (Minvivienda);No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;National Recovery Program Bureau (NRPB);No data;Governmental Agency;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;New Zealand Foreign Affairs & Trade Aid Programme ;No data;Governmental Agency;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Palau;Asia;Governmental Agency;Countries;Local;Operator;Asia;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Rwanda Meteorology Agency;Rwanda;Governmental Agency;Countries;Local;Operator;Local;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;São Paulo Research Foundation (FAPESP);Brazil;Governmental Agency;Countries;Local;Operator;Latin America and the Caribbean;K,P
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Shelter Cluster;No data;Governmental Agency;Countries;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Sudan Meteorological Authority;Sudan;Governmental Agency;Countries;Local;Operator;Local;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Tanzania Meteorological Authority;Dar es Salaam;Governmental Agency;Countries;Local;Operator;Local;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;U.S. Department of Energy (DOE);United States;Governmental Agency;Countries;Local;Operator;North America;P,S
18;Climate Resilient Housing;CRH;Climate Resilient Housing;UCBP;No data;Governmental Agency;Countries;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Uganda National Meteorological Authority (UNMA);Uganda;Governmental Agency;Countries;Local;Operator;Local;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;UK Department for Environment, Food and Rural Affairs (DEFRA);United Kingdom;Governmental Agency;Countries;Local;Operator;Europe;A,E,K,M,P,Q,S
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;UK Foreign, Commonwealth and Development Office (UKFCDO);United Kingdom ;Governmental Agency;Countries;Local;Operator;Europe ;A,E,K,M,O,P,Q,S
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;UK Met Office;No data;Governmental Agency;Countries;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);UK Met Office;No data;Governmental Agency;Countries;Local;Operator;Global;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;United States Agency for International Development (USAID);No data;Governmental Agency;Countries;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Weather Mtaani;Nairobi;Governmental Agency;Countries;Local;Operator;Local;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;The Honorable Ricardo Lara California Insurance Commissioner (elected).  California Department of Insurance;No data;Governmental Agency;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Green Investment Group;No data;Group;Secondary organization;International;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;The Lightsmith Group;No data;Group;Secondary organization;International;Aggregator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;The Palladium Group;North America;Group;Secondary organization;Local;Aggregator;Global;Financial and insurance activities
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;ETH Zurich  Weather & Climate Risks Group;No data;Group;Secondary organization;Local;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Grupo Ecológico Sierra Gorda I.A.P.;No data;Group;Secondary organization;Local;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Gorakhpur Environmental Action Group (GEAG);India;Group;Secondary organization;International;Aggregator;Asia;Q
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Ground Truth Solutions;Austria ;Group;Secondary organization;International;Aggregator;Africa, Europe, Asia, Latin America and the Caribbean;M
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Group on Earth Observations (GEO);No data;Group;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Anticipation HUB;No data;HUB;Secondary organization;International;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Global Infrastructure HUB;No data;HUB;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;OurLoop Stichting;No data;HUB;Secondary organization;No data;No data;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;World Food Programme (WFP);Rome, Italy;Initiative;Secondary organization;International;Operator;Africa, Asia, Europe, Latin America;All
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Kilimo Sasa Initiative;Kenya;Initiative;Secondary organization;International;Operator;Africa;A
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Kounkuey Design Initiative (KDI);Kenya, US and Sweden;Initiative;Secondary organization;Local;Operator;Africa, Europe, Latin America and the Caribbean, North America;M, F
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Kounkuey Design Initiative (KDI);Nairobi;Initiative;Secondary organization;Local;Operator;Local;No data
